0.38842 0.34825 0.39596 0.38491 0.38491 0.38491 0.42716 0.42372 0.70752 0.43271 0.44171 0.70617 0.41355 0.40648 0.70133 0.40614 0.37612 0.70686 0.40984 0.34486 0.70708 0.41232 0.33480 0.70869 0.44442 0.41284 0.72443 0.44724 0.38415 0.73612 0.45448 0.35503 0.74082 0.45392 0.34343 0.73943 0.42661 0.35095 0.72213 0.41619 0.30695 0.73260 0.40950 0.26272 0.75022 0.41730 0.25587 0.73747 0.44069 0.35253 0.73083 0.43726 0.31208 0.74728 0.43008 0.26863 0.76681 0.43765 0.26165 0.75404 0.42810 0.41490 0.71102 0.41346 0.32583 0.70995 0.41675 0.33416 0.70746 0.45464 0.33548 0.74041 0.45256 0.33711 0.73735
0.38847 0.34823 0.39594 0.38491 0.38491 0.38491 0.42721 0.42375 0.70757 0.43283 0.44174 0.70623 0.41367 0.40649 0.70145 0.40624 0.37611 0.70689 0.40987 0.34492 0.70713 0.41237 0.33478 0.70860 0.44444 0.41287 0.72439 0.44711 0.38398 0.73573 0.45437 0.35457 0.74052 0.45417 0.34338 0.73979 0.42671 0.35095 0.72213 0.41636 0.30753 0.73234 0.40955 0.26271 0.75018 0.41733 0.25586 0.73742 0.44085 0.35255 0.73087 0.43733 0.31215 0.74722 0.43006 0.26865 0.76680 0.43761 0.26167 0.75401 0.42817 0.41493 0.71107 0.41360 0.32570 0.71032 0.41573 0.33786 0.70821 0.45453 0.33537 0.74032 0.45146 0.34538 0.73444
0.38844 0.34823 0.39592 0.38491 0.38491 0.38491 0.42730 0.42374 0.70762 0.43298 0.44158 0.70630 0.41374 0.40650 0.70153 0.40639 0.37611 0.70700 0.40995 0.34497 0.70721 0.41264 0.33496 0.70889 0.44446 0.41287 0.72436 0.44701 0.38383 0.73541 0.45426 0.35429 0.74021 0.45399 0.34261 0.73959 0.42673 0.35095 0.72215 0.41644 0.30743 0.73251 0.40956 0.26272 0.75019 0.41732 0.25587 0.73742 0.44090 0.35253 0.73084 0.43739 0.31218 0.74718 0.43006 0.26867 0.76679 0.43760 0.26168 0.75400 0.42825 0.41492 0.71111 0.41438 0.32592 0.71004 0.41608 0.33926 0.70898 0.45436 0.33465 0.74041 0.45160 0.34381 0.73462
0.38843 0.34824 0.39591 0.38491 0.38491 0.38491 0.42735 0.42373 0.70763 0.43297 0.44161 0.70632 0.41375 0.40650 0.70152 0.40641 0.37609 0.70695 0.41003 0.34478 0.70717 0.41248 0.33430 0.70828 0.44449 0.41280 0.72428 0.44696 0.38364 0.73511 0.45421 0.35401 0.73992 0.45410 0.34262 0.73969 0.42677 0.35095 0.72215 0.41650 0.30706 0.73278 0.40956 0.26271 0.75014 0.41730 0.25585 0.73735 0.44094 0.35253 0.73083 0.43745 0.31212 0.74717 0.43004 0.26861 0.76681 0.43756 0.26162 0.75400 0.42830 0.41492 0.71112 0.41454 0.32536 0.70990 0.41570 0.33955 0.70864 0.45445 0.33458 0.74090 0.45085 0.34275 0.73396
0.38847 0.34827 0.39590 0.38491 0.38491 0.38491 0.42738 0.42371 0.70762 0.43301 0.44161 0.70629 0.41380 0.40648 0.70148 0.40646 0.37607 0.70689 0.41011 0.34466 0.70710 0.41259 0.33445 0.70817 0.44454 0.41287 0.72424 0.44715 0.38389 0.73539 0.45445 0.35397 0.74038 0.45410 0.34267 0.73952 0.42686 0.35095 0.72209 0.41645 0.30750 0.73206 0.40956 0.26271 0.75014 0.41731 0.25585 0.73735 0.44104 0.35260 0.73084 0.43747 0.31197 0.74720 0.43007 0.26864 0.76678 0.43759 0.26165 0.75396 0.42834 0.41490 0.71111 0.41478 0.32543 0.70948 0.41586 0.33885 0.70863 0.45416 0.33476 0.74011 0.45091 0.34271 0.73426
0.38845 0.34827 0.39589 0.38491 0.38491 0.38491 0.42743 0.42372 0.70763 0.43311 0.44155 0.70629 0.41382 0.40647 0.70151 0.40649 0.37606 0.70693 0.41014 0.34469 0.70714 0.41253 0.33443 0.70868 0.44458 0.41291 0.72422 0.44720 0.38393 0.73539 0.45451 0.35398 0.74040 0.45409 0.34245 0.73967 0.42688 0.35095 0.72209 0.41647 0.30784 0.73180 0.40957 0.26271 0.75015 0.41731 0.25585 0.73735 0.44107 0.35260 0.73084 0.43748 0.31197 0.74719 0.43013 0.26854 0.76684 0.43763 0.26154 0.75402 0.42838 0.41491 0.71111 0.41455 0.32541 0.71045 0.41600 0.33821 0.70870 0.45445 0.33458 0.74090 0.45106 0.34368 0.73416
0.38844 0.34826 0.39589 0.38491 0.38491 0.38491 0.42752 0.42372 0.70764 0.43314 0.44154 0.70626 0.41386 0.40648 0.70154 0.40653 0.37607 0.70694 0.41018 0.34467 0.70714 0.41264 0.33434 0.70860 0.44460 0.41292 0.72417 0.44730 0.38401 0.73546 0.45463 0.35392 0.74056 0.45409 0.34275 0.73938 0.42693 0.35093 0.72208 0.41656 0.30803 0.73175 0.40959 0.26270 0.75019 0.41731 0.25583 0.73738 0.44114 0.35257 0.73088 0.43754 0.31219 0.74707 0.43011 0.26856 0.76683 0.43761 0.26157 0.75400 0.42847 0.41490 0.71113 0.41514 0.32524 0.71052 0.41629 0.33647 0.70788 0.45421 0.33491 0.74038 0.45128 0.34464 0.73356
0.38842 0.34826 0.39589 0.38491 0.38491 0.38491 0.42761 0.42370 0.70765 0.43318 0.44151 0.70625 0.41400 0.40648 0.70155 0.40659 0.37609 0.70696 0.41021 0.34483 0.70716 0.41271 0.33473 0.70867 0.44463 0.41291 0.72414 0.44733 0.38401 0.73546 0.45466 0.35391 0.74058 0.45422 0.34252 0.73945 0.42700 0.35092 0.72209 0.41673 0.30805 0.73196 0.40960 0.26269 0.75027 0.41734 0.25583 0.73747 0.44121 0.35256 0.73088 0.43761 0.31208 0.74715 0.43010 0.26852 0.76686 0.43760 0.26153 0.75404 0.42856 0.41488 0.71114 0.41385 0.32586 0.70962 0.41634 0.33674 0.70846 0.45455 0.33487 0.74044 0.45148 0.34362 0.73423
0.38840 0.34826 0.39586 0.38491 0.38491 0.38491 0.42771 0.42371 0.70773 0.43319 0.44153 0.70626 0.41401 0.40650 0.70157 0.40666 0.37610 0.70699 0.41030 0.34469 0.70721 0.41265 0.33439 0.70865 0.44466 0.41294 0.72415 0.44720 0.38385 0.73510 0.45450 0.35367 0.74021 0.45409 0.34239 0.73944 0.42700 0.35092 0.72208 0.41686 0.30811 0.73218 0.40961 0.26279 0.75025 0.41734 0.25592 0.73744 0.44122 0.35260 0.73083 0.43763 0.31197 0.74718 0.43008 0.26847 0.76690 0.43758 0.26147 0.75407 0.42864 0.41490 0.71119 0.41425 0.32489 0.71078 0.41607 0.33955 0.70940 0.45400 0.33477 0.74037 0.45125 0.34197 0.73426
0.38836 0.34825 0.39584 0.38491 0.38491 0.38491 0.42783 0.42374 0.70777 0.43323 0.44151 0.70623 0.41403 0.40649 0.70157 0.40668 0.37609 0.70699 0.41028 0.34484 0.70721 0.41267 0.33487 0.70854 0.44470 0.41298 0.72415 0.44740 0.38404 0.73539 0.45469 0.35389 0.74059 0.45425 0.34254 0.73981 0.42701 0.35092 0.72205 0.41695 0.30836 0.73210 0.40961 0.26278 0.75025 0.41734 0.25592 0.73744 0.44123 0.35260 0.73082 0.43765 0.31194 0.74722 0.43003 0.26861 0.76687 0.43753 0.26162 0.75404 0.42874 0.41492 0.71122 0.41387 0.32581 0.70987 0.41601 0.33989 0.70907 0.45401 0.33476 0.74044 0.45133 0.34340 0.73409
0.38831 0.34825 0.39584 0.38491 0.38491 0.38491 0.42796 0.42374 0.70776 0.43325 0.44153 0.70624 0.41408 0.40651 0.70159 0.40674 0.37610 0.70701 0.41029 0.34495 0.70722 0.41265 0.33482 0.70845 0.44487 0.41326 0.72423 0.44745 0.38426 0.73537 0.45469 0.35409 0.74060 0.45428 0.34220 0.73957 0.42707 0.35094 0.72205 0.41699 0.30839 0.73214 0.40962 0.26267 0.75056 0.41734 0.25580 0.73775 0.44126 0.35261 0.73083 0.43790 0.31249 0.74685 0.43003 0.26867 0.76687 0.43753 0.26167 0.75405 0.42886 0.41493 0.71121 0.41383 0.32590 0.70941 0.41633 0.33680 0.70809 0.45414 0.33504 0.73948 0.45131 0.34351 0.73399
0.38830 0.34825 0.39583 0.38491 0.38491 0.38491 0.42804 0.42375 0.70776 0.43332 0.44151 0.70622 0.41414 0.40652 0.70159 0.40680 0.37613 0.70707 0.41030 0.34503 0.70722 0.41283 0.33485 0.70872 0.44490 0.41320 0.72413 0.44766 0.38441 0.73565 0.45495 0.35427 0.74092 0.45433 0.34235 0.73930 0.42712 0.35092 0.72204 0.41683 0.30835 0.73191 0.40962 0.26267 0.75056 0.41733 0.25579 0.73774 0.44136 0.35265 0.73078 0.43795 0.31260 0.74681 0.43004 0.26848 0.76698 0.43752 0.26148 0.75414 0.42894 0.41494 0.71121 0.41409 0.32570 0.71022 0.41652 0.33735 0.70899 0.45424 0.33496 0.74001 0.45142 0.34327 0.73409
0.38832 0.34823 0.39581 0.38491 0.38491 0.38491 0.42808 0.42379 0.70781 0.43335 0.44158 0.70635 0.41423 0.40654 0.70166 0.40683 0.37616 0.70715 0.41038 0.34513 0.70727 0.41290 0.33507 0.70894 0.44492 0.41321 0.72412 0.44768 0.38443 0.73566 0.45497 0.35428 0.74093 0.45440 0.34287 0.73953 0.42722 0.35097 0.72206 0.41679 0.30848 0.73176 0.40962 0.26267 0.75056 0.41733 0.25580 0.73774 0.44146 0.35264 0.73081 0.43797 0.31265 0.74676 0.43010 0.26835 0.76710 0.43757 0.26135 0.75425 0.42900 0.41498 0.71126 0.41435 0.32582 0.70997 0.41625 0.33890 0.70918 0.45433 0.33514 0.73960 0.45145 0.34326 0.73406
0.38831 0.34823 0.39580 0.38491 0.38491 0.38491 0.42812 0.42379 0.70778 0.43346 0.44151 0.70625 0.41426 0.40654 0.70160 0.40687 0.37617 0.70712 0.41048 0.34484 0.70721 0.41281 0.33470 0.70832 0.44501 0.41326 0.72417 0.44773 0.38444 0.73563 0.45497 0.35430 0.74097 0.45434 0.34308 0.73922 0.42725 0.35097 0.72200 0.41692 0.30854 0.73189 0.40964 0.26264 0.75059 0.41736 0.25577 0.73778 0.44146 0.35263 0.73080 0.43805 0.31274 0.74674 0.43014 0.26847 0.76700 0.43763 0.26147 0.75416 0.42903 0.41497 0.71123 0.41401 0.32574 0.71001 0.41640 0.33918 0.70900 0.45448 0.33594 0.73928 0.45155 0.34358 0.73414
0.38832 0.34824 0.39579 0.38491 0.38491 0.38491 0.42814 0.42379 0.70778 0.43351 0.44151 0.70623 0.41427 0.40654 0.70159 0.40687 0.37615 0.70702 0.41051 0.34489 0.70719 0.41303 0.33466 0.70869 0.44503 0.41326 0.72409 0.44778 0.38448 0.73563 0.45499 0.35435 0.74104 0.45432 0.34300 0.73953 0.42728 0.35096 0.72200 0.41702 0.30853 0.73204 0.40963 0.26264 0.75059 0.41734 0.25577 0.73776 0.44154 0.35266 0.73076 0.43809 0.31278 0.74673 0.43016 0.26846 0.76701 0.43764 0.26146 0.75416 0.42905 0.41497 0.71123 0.41503 0.32583 0.70968 0.41712 0.33279 0.70685 0.45457 0.33594 0.73970 0.45210 0.33677 0.73738
0.38832 0.34825 0.39581 0.38491 0.38491 0.38491 0.42817 0.42377 0.70772 0.43350 0.44150 0.70598 0.41429 0.40652 0.70154 0.40690 0.37614 0.70700 0.41051 0.34496 0.70714 0.41304 0.33483 0.70816 0.44511 0.41335 0.72411 0.44780 0.38453 0.73559 0.45500 0.35440 0.74100 0.45442 0.34348 0.73924 0.42733 0.35097 0.72202 0.41671 0.30742 0.73247 0.40962 0.26264 0.75045 0.41733 0.25577 0.73763 0.44155 0.35265 0.73074 0.43815 0.31308 0.74652 0.43007 0.26869 0.76683 0.43756 0.26169 0.75399 0.42909 0.41496 0.71118 0.41464 0.32572 0.70938 0.41726 0.33430 0.70789 0.45505 0.33597 0.73972 0.45184 0.34361 0.73394
0.38833 0.34826 0.39583 0.38491 0.38491 0.38491 0.42821 0.42372 0.70767 0.43359 0.44140 0.70590 0.41430 0.40652 0.70153 0.40691 0.37613 0.70699 0.41054 0.34486 0.70712 0.41299 0.33454 0.70826 0.44514 0.41328 0.72406 0.44786 0.38451 0.73565 0.45504 0.35439 0.74111 0.45428 0.34298 0.73882 0.42737 0.35095 0.72202 0.41681 0.30753 0.73252 0.40963 0.26260 0.75017 0.41733 0.25573 0.73735 0.44161 0.35265 0.73073 0.43827 0.31319 0.74640 0.43003 0.26858 0.76685 0.43750 0.26158 0.75400 0.42913 0.41491 0.71114 0.41475 0.32560 0.70983 0.41678 0.33652 0.70772 0.45464 0.33597 0.73914 0.45181 0.34356 0.73396
0.38831 0.34828 0.39583 0.38491 0.38491 0.38491 0.42829 0.42370 0.70764 0.43363 0.44137 0.70589 0.41436 0.40653 0.70152 0.40689 0.37616 0.70693 0.41058 0.34521 0.70703 0.41327 0.33504 0.70835 0.44526 0.41339 0.72418 0.44786 0.38454 0.73562 0.45501 0.35440 0.74108 0.45456 0.34318 0.73918 0.42745 0.35097 0.72201 0.41705 0.30779 0.73258 0.40969 0.26258 0.75026 0.41741 0.25571 0.73745 0.44164 0.35266 0.73072 0.43828 0.31331 0.74632 0.43006 0.26861 0.76684 0.43755 0.26161 0.75401 0.42921 0.41490 0.71112 0.41467 0.32605 0.70973 0.41745 0.33558 0.70790 0.45532 0.33569 0.73998 0.45184 0.34106 0.73436
0.38838 0.34826 0.39586 0.38491 0.38491 0.38491 0.42830 0.42371 0.70765 0.43366 0.44137 0.70590 0.41444 0.40652 0.70152 0.40689 0.37616 0.70693 0.41066 0.34529 0.70700 0.41371 0.33508 0.70830 0.44531 0.41340 0.72421 0.44789 0.38452 0.73560 0.45504 0.35438 0.74103 0.45450 0.34310 0.73868 0.42759 0.35096 0.72207 0.41706 0.30788 0.73260 0.40968 0.26257 0.75029 0.41742 0.25570 0.73748 0.44173 0.35265 0.73075 0.43831 0.31332 0.74633 0.43004 0.26857 0.76687 0.43754 0.26157 0.75405 0.42922 0.41491 0.71112 0.41554 0.32602 0.70949 0.41758 0.33704 0.70781 0.45474 0.33585 0.73950 0.45172 0.34233 0.73396
